age,tool,use_case,hours_per_week,satisfaction_1to10,would_recommend
19,Google Gemini,Research,3.3,9,True
14,Microsoft Copilot,Translation,4.9,9,True
15,Grammarly,Math,4.8,7,True
13,GitHub Copilot,Creative,5.9,5,True
17,Google Gemini,Creative,5.3,7,True
19,Google Gemini,Math,5.9,5,True
17,Midjourney,Homework Help,3.8,6,True
19,Notion AI,Homework Help,3.2,7,True
16,Google Gemini,Research,1.8,9,True
17,Perplexity,Math,2.0,8,True
22,Midjourney,Image Generation,1.2,6,True
15,GitHub Copilot,Writing,3.9,8,True
14,Microsoft Copilot,Image Generation,1.3,5,False
21,Microsoft Copilot,Math,0.9,5,False
22,Perplexity,Image Generation,1.4,7,True
21,Google Gemini,Creative,1.8,10,True
19,Google Gemini,Writing,4.6,5,True
17,ChatGPT,Math,2.0,8,True
16,Microsoft Copilot,Translation,4.7,9,True
21,Google Gemini,Homework Help,0,8,True
17,Perplexity,Coding,5.4,8,True
21,Notion AI,Translation,2.8,5,True
13,Grammarly,Creative,6.2,9,False
20,Notion AI,Creative,5.8,8,True
13,Google Gemini,Math,5.3,6,True
15,Midjourney,Research,2.9,8,False
13,Notion AI,Translation,3.8,5,True
20,Grammarly,Math,0.5,10,False
16,Grammarly,Creative,4.7,5,False
13,GitHub Copilot,Translation,2.1,9,True
19,Midjourney,Translation,5.9,6,True
13,Grammarly,Homework Help,0,5,True
18,Google Gemini,Homework Help,3.2,8,False
21,ChatGPT,Translation,0.6,9,False
17,Midjourney,Coding,2.2,9,True
15,Grammarly,Image Generation,5.6,5,False
14,Notion AI,Math,1.1,5,False
21,Microsoft Copilot,Coding,5.2,7,True
22,Notion AI,Translation,6.5,9,True
14,Perplexity,Coding,0.9,7,True
